codigo_habilitacao;tipo_habilitacao;descricao_habilitacao;origem_habilitacao;linha_cuidado;sublinha_cuidado;componente_rede;nivel_complexidade;usar_observatorio;prioridade;fonte_cnes;fonte_normativa;criterio_classificacao;status_validacao;observacao
2418;H;EXAMES DE HISTOCOMPATIBILIDADE ATRAVES DE SOROLOGIA E OU BIOLOGIA MOLECULAR - TIPO II;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
7003;G;HOSPITAL FILANTROPICO COM CONTRATO DE GESTAO/METAS;P;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2502;H;CENTRO DE REFERENCIA DE ALTA COMPLEXIDADE EM TRAUMATO-ORTOPEDIA**;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2504;H;CINTURA ESCAPULAR, OMBRO, BRACO E COTOVELO;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8101;I;INTEGRASUS NIVEL A;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
9101;A;IAE-PI;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0503;H;UNIDADE DE ATENÇÃO ESPECIALIZADA EM OFTALMOLOGIA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0504;H;CENTRO DE REFERÊNCIA EM OFTALMOLOGIA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2423;H;TRANSPLANTE DA VÁLVULA CARDÍACA HUMANA;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
2424;H;TRANSPLANTE DE PELE;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
7115;C;ESTABELECIMENTO DE SAÚDE SEM GERAÇÃO DE CRÉDITO NA MÉDIA COMPLEXIDADE - HU/MEC;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
7116;C;ESTABELECIMENTO DE SAÚDE SEM GERAÇÃO DE CRÉDITO NA MÉDIA COMPLEXIDADE - LRPD;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
7114;C;ESTABELECIMENTO DE SAÚDE SEM GERAÇÃO DE CRÉDITO TOTAL, INCLUSIVE FAEC - PRONTO ATENDIMENTO;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8108;I;UPA - PORTE I;;RUE;UPA;Unidade de Pronto Atendimento;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém UPA.;validado;"Classificação preliminar; revisar com base normativa específica."
8109;I;UPA - PORTE II;;RUE;UPA;Unidade de Pronto Atendimento;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém UPA.;validado;"Classificação preliminar; revisar com base normativa específica."
8110;I;UPA - PORTE III;;RUE;UPA;Unidade de Pronto Atendimento;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém UPA.;validado;"Classificação preliminar; revisar com base normativa específica."
8111;I;UOM-UNIDADE MÓVEL ODONTÓGICA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0635;H;CAPS AD III;;Saúde mental;CAPS AD;Atenção psicossocial especializada;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém CAPS AD.;validado;"Classificação preliminar; revisar com base normativa específica."
8105;I;CEO;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8106;I;SAUDE DO TRABALHADOR;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8107;I;NASF;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8104;I;IAE-PI;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0901;S;ADESÃO DO MUNICIPIO AO PROGRAMA DE HOSPITAL DE PEQUENO PORTE;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0902;S;ADESÃO DO MUNICIPIO AO PROGRAMA SAMU;;RUE;SAMU;Atendimento móvel de urgência;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém SAMU.;validado;"Classificação preliminar; revisar com base normativa específica."
0903;S;ADESÃO DO ESTABELECIMENTO HOSPITALAR AO PROGRAMA DE REESTRUTURAÇÃO DE HOSPITAL FILANTROPICO;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3101;H;HPP- HOSPITAL DE PEQUENO PORTE;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0505;H;PROJETO OLHAR BRASIL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0909;S;ADESÃO DO MUNICIPIO AO PROJETO OLHAR BRASIL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0910;S;ADESÃO DO ESTABELECIMENTO AO PROJETO OLHAR BRASIL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2422;H;TRANSPLANTE DE TECIDO MÚSCULO ESQUELÉTICO;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
2420;H;RETIRADA DE ORGAOS E TECIDOS;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2421;H;BANCO DE MULTITECIDOS;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0631;H;NIVEL I - ESTABELECMENTO DE SAUDE COM nº DE LEITOS DE PSIQUIATRIA ATE 160;;Saúde mental;Psiquiatria;Atenção hospitalar em saúde mental;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém psiquiatria.;revisar;"Classificação preliminar; revisar com base normativa específica."
0632;H;NIVEL II - ESTABELECIMENTO DE SAUDE COM nº DE LEITOS DE PSIQUIATRIA ENTRE 161 A 240;;Saúde mental;Psiquiatria;Atenção hospitalar em saúde mental;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém psiquiatria.;revisar;"Classificação preliminar; revisar com base normativa específica."
0633;H;NIVEL III - ESTABELECIMENTO DE SAUDE COM nº DE LEITOS DE PSIQUIATRIA ENTRE 241 a 400;;Saúde mental;Psiquiatria;Atenção hospitalar em saúde mental;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém psiquiatria.;revisar;"Classificação preliminar; revisar com base normativa específica."
0634;H;NIVEL IV - ESTABELECIMENTO DE SAUDE COM nº DE LEITOS DE PSIQUIATRIA ACIMA de 400;;Saúde mental;Psiquiatria;Atenção hospitalar em saúde mental;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém psiquiatria.;revisar;"Classificação preliminar; revisar com base normativa específica."
0614;H;CLASSE XIV;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0615;H;PNASS MAIOR QUE 80%;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0617;H;CAPS II;;Saúde mental;CAPS infantil;Atenção psicossocial especializada;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém CAPS infantil.;revisar;"Classificação preliminar; revisar com base normativa específica."
0618;H;CAPS III;;Saúde mental;CAPS infantil;Atenção psicossocial especializada;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém CAPS infantil.;revisar;"Classificação preliminar; revisar com base normativa específica."
0619;H;CAPS ALCOOL E DROGAS;;Saúde mental;CAPS;Atenção psicossocial especializada;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém CAPS.;validado;"Classificação preliminar; revisar com base normativa específica."
0621;H;SERVICO HOSPITALAR DE REFERENCIA PARA A ATENCAO INTEGRAL AOS USUARIOS DE ALCOOL E OUTRAS DROGAS;;Saúde mental;A definir;A definir;Média;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém termos de saúde mental.;revisar;"Classificação preliminar; revisar com base normativa específica."
0704;H;SERVICO DE REFERENCIA DE SAUDE DO TRABALHADOR REGIONAL A;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
0801;H;UNIDADE DE ASSISTENCIA DE ALTA COMPLEXIDADE CARDIOVASCULAR*;;Cardiovascular;Cirurgia vascular;Cirurgia vascular especializada;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém cirurgia vascular.;revisar;"Classificação preliminar; revisar com base normativa específica."
0804;H;CIRURGIA CARDIOVASCULAR PEDIATRICA;;Cardiovascular;Cirurgia vascular;Cirurgia vascular especializada;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém cirurgia vascular.;revisar;"Classificação preliminar; revisar com base normativa específica."
0807;H;LABORATÓRIO DE ELETROFISIOLOGIA, CIRURGIA CARDIOVASCULAR E PROCEDIMENTOS DE CARDIOLOGIA INTERVENCIONISTA. O;;Cardiovascular;Eletrofisiologia;Serviço de eletrofisiologia cardiovascular;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém eletrofisiologia.;validado;"Classificação preliminar; revisar com base normativa específica."
0901;H;CUIDADOS PROLONGADOS - ENFERMIDADES CARDIOVASCULARES;P;Cardiovascular;Cirurgia vascular;Cirurgia vascular especializada;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém cirurgia vascular.;revisar;"Classificação preliminar; revisar com base normativa específica."
0905;H;ENFERMIDADES ONCOLOGICAS;P;Oncologia;A definir;A definir;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém termos de oncologia.;revisar;"Classificação preliminar; revisar com base normativa específica."
1001;H;CENTRO DE REFERENCIA NO TRATAMENTO DA DOR CRONICA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1201;H;FIBROSE CISTICA - HOSPITAL DIA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1203;H;HOSPITAL DIA - AIDS;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1205;H;HOSPITAL DIA - GERIATRIA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1301;H;INTERNACAO DOMICILIAR;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
